refdes,pin,net,kind,note
C50,1,HAP_REG,,"1uF REG cap, hot side on REG node (mandatory internal-LDO stability, place close)"
C50,2,GND,gnd,"1uF REG cap, return to GND"
C51,1,+3V3,pwr,"100nF haptic VDD HF bypass, hot side to +3V3"
C51,2,GND,gnd,"100nF haptic VDD bypass, return to GND"
C52,1,+3V3,pwr,"10uF haptic VDD bulk (sources motor/overdrive pulse), hot side to +3V3"
C52,2,GND,gnd,"10uF haptic VDD bulk, return to GND"
U9,1,I2S1_DOUT,,DIN <- T113 I2S1 DOUT (PG15). Multi-drop with PCM5102A DAC per PINOUT.md.
U9,2,SYS,pwr,"GAIN_SLOT tied directly to VDD(=SYS) => 6 dB gain (datasheet gain trip points are ratios of VDD, so must tie to amp VDD rail = SYS, not +3V3; BOM.md #49 confirms VDD tie = 6 dB)."
U9,3,GND,gnd,GND — ground family
U9,4,SPK_SD,,"~{SD_MODE} — ~SD_MODE shutdown/channel-select; joins T113 PE13 open-drain SPK_SD net and R14 strap. hi-Z=mono run, low=mute."
U9,5,,,"spare/NC (datasheet N.C., no internal connection)"
U9,6,,,"spare/NC (datasheet N.C., no internal connection)"
U9,7,SYS,pwr,rail: #47 VDD on SYS
U9,8,SYS,pwr,rail: #47 VDD on SYS
U9,9,SPK_P,,"OUTP -> speaker + terminal; filterless output, leads solder direct per BOM.md."
U9,10,SPK_N,,OUTN -> speaker - terminal; filterless output.
U9,11,GND,gnd,GND — ground family
U9,12,,,"spare/NC (datasheet N.C., no internal connection)"
U9,13,,,"spare/NC (datasheet N.C., no internal connection)"
U9,14,I2S1_LRCK,,LRCLK <- T113 I2S1 LRCK (PG12).
U9,15,GND,gnd,GND — ground family
U9,16,I2S1_BCLK,,BCLK <- T113 I2S1 BCLK (PG13). No MCLK needed.
U9,17,GND,gnd,EP — ground family
R14,1,SPK_SD,,SD/MODE strap: shares SD_MODE node with U9.4 and T113 PE13 (SPK_SD).
R14,2,+3V3,pwr,"680k pullup to +3V3 (VDDIO): datasheet Table 6 RLARGE=634k for VDDIO=3.3V selects (L/2+R/2) mono; 680k is nearest E-series. Pull rail keyed to +3V3 because RLARGE for SYS(4.2V) would be ~878k, not 680k. VERIFY rail vs schematic (both +3V3 and SYS electrically select mono, but 680k value points to +3V3)."
C53,1,SYS,pwr,VDD bypass 100nF to amp VDD rail (=SYS).
C53,2,GND,gnd,VDD bypass return.
C54,1,SYS,pwr,VDD bulk 10uF to amp VDD rail (=SYS).
C54,2,GND,gnd,VDD bulk return.
U10,1,CHG_TS,,NTC-defeat: R17 10k from TS to GND (DS: no-NTC apps tie a fixed 10k TS->VSS)
U10,2,BAT,pwr,"BAT — battery+ / power-path (pins 2,3)"
U10,3,BAT,pwr,"BAT — battery+ / power-path (pins 2,3)"
U10,4,GND,gnd,~{CE} — ~CE active-low chip-enable tied low = charger enabled (must not float)
U10,5,CHG_EN2,,EN2 -> R18 0R strap -> SYS_SRC(OUT); EN2=1/EN1=0 selects ILIM-resistor mode
U10,6,GND,gnd,EN1 low
U10,7,CHG_PGOOD,,~{PGOOD} — /PGOOD open-drain; R28 pull-up to +3V3; goes to T113 PB4
U10,8,GND,gnd,VSS — ground family
U10,9,CHG_LED_K,,"~{CHG} — /CHG open-drain, sinks charge-status LED U14 cathode"
U10,10,SYS_SRC,pwr,"charger OUT = supply/upstream side of INA226 shunt (SYS_SRC), before R27; distinct from post-shunt SYS distribution"
U10,11,SYS_SRC,pwr,"charger OUT (pins 10,11)"
U10,12,CHG_ILIM,,ILIM -> R16 1.2k -> GND (input current limit ~1.34A)
U10,13,+5V,pwr,charger IN from USB-C VBUS (+5V); C55 IN cap
U10,14,,,spare/NC: TMR left unconnected = default safety timers per DS (no timer-set R allocated in BOM). VERIFY intent (or tie to VSS to disable timers)
U10,15,,,spare/NC: ITERM left unconnected = default 10% termination per DS (no R allocated in BOM). VERIFY intent
U10,16,CHG_ISET,,ISET -> R15 2.0k -> GND (charge current ~445mA)
U10,17,GND,gnd,EP — ground family
C55,1,+5V,pwr,charger IN cap 4.7uF -> GND
C55,2,GND,gnd,
C56,1,SYS_SRC,pwr,"charger OUT cap 10uF; sits on charger-output/supply side of shunt (SYS_SRC), not post-shunt SYS"
C56,2,GND,gnd,
C57,1,BAT,pwr,"charger BAT cap 10uF -> GND, near JST CN1"
C57,2,GND,gnd,
R15,1,CHG_ISET,,ISET program R 2.0k
R15,2,GND,gnd,
R16,1,CHG_ILIM,,ILIM program R 1.2k
R16,2,GND,gnd,
R17,1,CHG_TS,,TS NTC-defeat 10k
R17,2,GND,gnd,
R18,1,CHG_EN2,,EN2 0R strap
R18,2,SYS_SRC,pwr,"strap EN2 to OUT node (SYS_SRC); SYS also acceptable (~same voltage), BOM says OUT/SYS"
U11,1,CH224K_VDD,pwr,internal shunt-reg VDD; fed via R19 1k from +5V; C58 1uF bypass
U11,2,GND,gnd,CFG2 -> GND (5V request strap)
U11,3,GND,gnd,CFG3 -> GND (5V request strap)
U11,4,,,spare/NC: DP unused — design requests fixed 5V via CC/CFG only; legacy BC1.2/QC DP-DM detection not used and USB2 data path is dedicated to T113 USB0. VERIFY no legacy-charger detect needed
U11,5,,,spare/NC: DM unused — see pin 4
U11,6,USBC_CC2,,CH224K CC2 <-> USB-C connector CC2 (no external 5.1k CC pulldowns)
U11,7,USBC_CC1,,CH224K CC1 <-> USB-C connector CC1
U11,8,VBUS_SENSE,,CH224K VBUS sense node via R21 series-R from +5V (FIX: was degenerate +5V)
U11,9,CH224K_CFG1,,CFG1 -> R20 10k -> +5V = request 5V (with CFG2/CFG3=GND)
U11,10,,,spare/NC: PG power-good open-drain; BOM says leave open (optional pull-up to +3V3 for adapter-present)
U11,11,GND,gnd,GND — ground family
R19,1,+5V,pwr,CH224K VDD series R 1k from +5V
R19,2,CH224K_VDD,pwr,
C58,1,CH224K_VDD,pwr,CH224K VDD cap 1uF -> GND
C58,2,GND,gnd,
R20,1,CH224K_CFG1,,CFG1 strap 10k
R20,2,+5V,pwr,CFG1 pulled to VBUS(+5V) = 5V request
R21,1,+5V,pwr,VBUS-sense R (to U11 pin8 which is committed +5V)
R21,2,VBUS_SENSE,,series VBUS-sense: +5V -> R21 -> VBUS_SENSE(U11.8)
U12,1,SYS,pwr,VINA — rail: #66 buck-boost in=SYS
U12,2,GND,gnd,GND — ground family
U12,3,BB_FB,,FB -> R22 0R -> +3V3 (external rail sense for fixed-output DSJ part)
U12,4,+3V3,pwr,"VOUT = 3.3V rail (pins 4,5)"
U12,5,+3V3,pwr,VOUT
U12,6,BB_L2,,"L2 switch node (pins 6,7) -> inductor L3"
U12,7,BB_L2,,L2
U12,8,BB_L1,,"L1 switch node (pins 8,9) -> inductor L3"
U12,9,BB_L1,,L1
U12,10,SYS,pwr,VIN — rail: #66 buck-boost in=SYS
U12,11,SYS,pwr,VIN — rail: #66 buck-boost in=SYS
U12,12,PWR_EN,,EN driven by STM6601 (U17) EN pin9; cross-subsystem net PWR_EN also feeds FP6161 (U2) RUN via RC R4/C2 — ensure U17/U2 owners use this exact name
U12,13,BB_PSYNC,,PS/SYNC -> R23 0R -> GND = power-save mode on
U12,14,,,spare/NC: PG power-good open-drain; BOM silent — leave NC or add pull-up to +3V3
U12,15,GND,gnd,PGND — ground family
R22,1,BB_FB,,FB tie 0R
R22,2,+3V3,pwr,
R23,1,BB_PSYNC,,PS/SYNC strap 0R
R23,2,GND,gnd,
C59,1,SYS,pwr,VINA bypass 100nF (VINA=SYS)
C59,2,GND,gnd,
C60,1,SYS,pwr,buck-boost VIN input cap 10uF (VIN=SYS)
C60,2,GND,gnd,
C61,1,SYS,pwr,buck-boost VIN input cap 10uF
C61,2,GND,gnd,
C62,1,+3V3,pwr,buck-boost VOUT output cap 22uF
C62,2,GND,gnd,
C63,1,+3V3,pwr,buck-boost VOUT output cap 22uF
C63,2,GND,gnd,
C64,1,+3V3,pwr,buck-boost VOUT output cap 22uF
C64,2,GND,gnd,
L3,1,BB_L1,,buck-boost inductor between L1 and L2 switch nodes
L3,2,BB_L2,,
CN1,1,BAT,pwr,battery + (red). POLARITY is copper-committing: confirm pin1=+ against JST S2B-PH drawing + cell (reversed = destroyed cell). Footprint pads 1/2 are the 2.0mm contacts
CN1,2,GND,gnd,battery - (black)
CN1,3,GND,gnd,"mechanical board-lock tab (footprint pad 3) -> GND for retention; isolated from contacts, NC also acceptable. VERIFY"
CN1,4,GND,gnd,mechanical board-lock tab (footprint pad 4) -> GND for retention
R24,1,BAT,pwr,fuel divider R_top 180k: BAT -> midpoint
R24,2,BAT_SENSE,,
R25,1,BAT_SENSE,,fuel divider R_bot 100k: midpoint -> GND; BAT_SENSE -> T113 GPADC0 (pin101)
R25,2,GND,gnd,
U13,1,GND,gnd,CTG -> GND per DS
U13,2,,,spare/NC: CELL is NO-CONNECT per DS (single-cell; VDD does cell-sense)
U13,3,BAT,pwr,rail: #77 VDD->battery+
U13,4,GND,gnd,GND — ground family
U13,5,GAUGE_ALRT,,~{ALRT} — ~ALRT open-drain -> T113 PB5; needs pull-up to +3V3 (NONE allocated in BOM — add one). VERIFY
U13,6,GND,gnd,QSTRT -> GND per DS
U13,7,I2C1_SCL,,SCL — I2C1 bus
U13,8,I2C1_SDA,,SDA — I2C1 bus
U13,9,GND,gnd,EP — ground family
C65,1,BAT,pwr,"MAX17048 VDD bypass 1uF (VDD=BAT), at pin3"
C65,2,GND,gnd,
U14,1,CHG_LED_K,,charge-LED cathode(-) -> BQ24074 /CHG pin9 (open-drain sink)
U14,2,CHG_LED_A,,charge-LED anode(+) -> R26 -> +3V3
R26,1,+3V3,pwr,charge-LED limit R 510R
R26,2,CHG_LED_A,,
U15,1,GND,gnd,A1 -> GND (I2C addr 0x40)
U15,2,GND,gnd,A0 -> GND (I2C addr 0x40)
U15,3,,,spare/NC: Alert unused — INA226 polled via I2C hwmon; optional pull-up + spare GPIO if interrupt wanted
U15,4,I2C1_SDA,,SDA — I2C1 bus
U15,5,I2C1_SCL,,SCL — I2C1 bus
U15,6,+3V3,pwr,VS+ — VS supply (2.7-5.5V); +3V3 to match i2c1 logic; C66 decoupling. Rail not explicit in BOM — VERIFY
U15,7,GND,gnd,GND — ground family
U15,8,SYS,pwr,VBUS — rail: #81 bus-voltage SENSE pin -> SYS (not a supply)
U15,9,SYS,pwr,VIN- — IN- = shunt LOAD side (DS pin9) = SYS distribution rail (VBUS also senses here)
U15,10,SYS_SRC,pwr,VIN+ — IN+ = shunt SUPPLY side (DS pin10) = charger-output node SYS_SRC
R27,1,SYS_SRC,pwr,"10mR Kelvin shunt, supply side (charger OUT)"
R27,2,SYS,pwr,shunt load side = SYS distribution; INA226 IN+/IN- sense across R27
C66,1,+3V3,pwr,INA226 VS decoupling 100nF
C66,2,GND,gnd,
R28,1,CHG_PGOOD,,/PGOOD pull-up 10k
R28,2,+3V3,pwr,
U16,1,EXP_INT,,~{INT} — PCA9555 ~INT open-drain -> EXP_INT (T113 PE7) + R29 pull-up to +3V3
U16,2,GND,gnd,A1 strap=0 for I2C base addr 0x20
U16,3,GND,gnd,A2 strap=0 for I2C base addr 0x20
U16,4,BTN_UP,,"P00 input; D-pad SW2 (direction label nominal, set in gpio-keys keymap)"
U16,5,BTN_DOWN,,P01 input; D-pad SW3 (label nominal)
U16,6,BTN_LEFT,,P02 input; D-pad SW4 (label nominal)
U16,7,BTN_RIGHT,,P03 input; D-pad SW5 (label nominal)
U16,8,BTN_A,,P04 input; face SW6 (A/B/X/Y label nominal)
U16,9,BTN_B,,P05 input; face SW7 (label nominal)
U16,10,BTN_X,,P06 input; face SW8 (label nominal)
U16,11,BTN_Y,,P07 input; face SW9 (label nominal)
U16,12,GND,gnd,GND — ground family
U16,13,BTN_START,,P10 input; SW10
U16,14,BTN_SELECT,,P11 input; SW11
U16,15,BTN_VOLUP,,P12 input; volume SW12
U16,16,BTN_VOLDOWN,,P13 input; volume SW13
U16,17,BTN_L1,,P14 input; L bumper SW15
U16,18,BTN_R1,,P15 input; R bumper SW16
U16,19,,,"P16 spare/NC expander input (14 buttons on 16 pins); PCA9555 POR internal ~100k pull-up holds it, leave open"
U16,20,,,"P17 spare/NC expander input; internal pull-up holds it, leave open"
U16,21,GND,gnd,A0 strap=0 for I2C base addr 0x20
U16,22,I2C1_SCL,,SCL — I2C1 bus
U16,23,I2C1_SDA,,SDA — I2C1 bus
U16,24,+3V3,pwr,VCC — rail: #85 i2c1 expander 3.3V logic
SW2,1,BTN_UP,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW2,2,BTN_UP,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW2,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW2,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW3,1,BTN_DOWN,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW3,2,BTN_DOWN,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW3,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW3,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW4,1,BTN_LEFT,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW4,2,BTN_LEFT,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW4,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW4,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW5,1,BTN_RIGHT,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW5,2,BTN_RIGHT,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW5,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW5,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW6,1,BTN_A,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW6,2,BTN_A,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW6,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW6,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW7,1,BTN_B,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW7,2,BTN_B,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW7,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW7,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW8,1,BTN_X,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW8,2,BTN_X,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW8,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW8,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW9,1,BTN_Y,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW9,2,BTN_Y,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW9,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW9,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW10,1,BTN_START,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW10,2,BTN_START,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW10,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW10,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
SW11,1,BTN_SELECT,,"[AUDIT/DS C318884] TS-1187A: {1,2}=A,B internally common = signal terminal"
SW11,2,BTN_SELECT,,[AUDIT/DS] pad2(B) common with pad1(A) = signal (FIX: was GND -> was shorting signal to GND)
SW11,3,GND,gnd,[AUDIT/DS] pad3(C) common with pad4(D) = GND terminal (FIX: was signal)
SW11,4,GND,gnd,"[AUDIT/DS] {3,4}=C,D internally common = GND terminal"
R29,1,EXP_INT,,10k INT pull-up: to expander ~INT / EXP_INT node
R29,2,+3V3,pwr,"10k INT pull-up: to +3V3 (expander logic rail, open-drain INT)"
C67,1,+3V3,pwr,100nF PCA9555 VCC decoupling: rail side
C67,2,GND,gnd,100nF PCA9555 VCC decoupling: GND side
SW12,1,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW12,2,BTN_VOLUP,,"[DS C127481] ALPS SKRT: pin2 = switched pole (signal); {1,3} common. Confirmed"
SW12,3,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW12,4,GND,gnd,mechanical mounting lug -> GND
SW12,5,GND,gnd,mechanical mounting lug -> GND
SW13,1,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW13,2,BTN_VOLDOWN,,"[DS C127481] ALPS SKRT: pin2 = switched pole (signal); {1,3} common. Confirmed"
SW13,3,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW13,4,GND,gnd,mounting lug -> GND
SW13,5,GND,gnd,mounting lug -> GND
SW14,1,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW14,2,PWR_BTN,,"[DS C127481] ALPS SKRT: pin2 = switched pole (signal); {1,3} common. Confirmed"
SW14,3,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW14,4,GND,gnd,mounting lug -> GND
SW14,5,GND,gnd,mounting lug -> GND
SW15,1,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW15,2,BTN_L1,,"[DS C127481] ALPS SKRT: pin2 = switched pole (signal); {1,3} common. Confirmed"
SW15,3,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW15,4,GND,gnd,mounting lug -> GND
SW15,5,GND,gnd,mounting lug -> GND
SW16,1,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW16,2,BTN_R1,,"[DS C127481] ALPS SKRT: pin2 = switched pole (signal); {1,3} common. Confirmed"
SW16,3,GND,gnd,"[DS C127481] ALPS {1,3} = common terminal -> GND (confirmed)"
SW16,4,GND,gnd,mounting lug -> GND
SW16,5,GND,gnd,mounting lug -> GND
U17,1,SYS,pwr,rail: #94 VCC always-on SYS
U17,2,,,#SR — STM6601 /SR Smart-Reset input unused -> leave open per BOM #94. Relies on device-option internal SR pull-up; verify STM6601CA2 has it else tie to VCC(SYS)
U17,3,STM_VREF,,1.5V VREF -> CREF cap C69 to GND (mandatory even though VREF unused)
U17,4,PSHOLD,,PS_HOLD gpio-poweroff handshake -> T113 PE11 (PSHOLD)
U17,5,,,C_SRD Smart-Reset delay cap input unused -> leave open per BOM #94
U17,6,PWR_BTN,,#PB — /PB push-button input <- SW14 center + T113 PE10 (PWR_BTN). Has internal pull-up
U17,7,,,"#VCC_LO — /VCC_LO comparator output unused -> leave open per BOM #94 (open-drain, no pull-up needed)"
U17,8,PWR_BTN_3V3,,#PB_OUT — [AUDIT] /PB_OUT open-drain -> PWR_BTN_3V3 (+#117 pull-up) -> T113 PE10
U17,9,PWR_EN,,EN(#EN) — EN (active-high) -> PWR_EN master enable: TPS63021 U12.12 EN + R4.1 (RC to FP6161 CORE_RUN). Fixed seam: was CORE_RUN
U17,10,,,#RST — /RST reset output unused -> leave open per BOM #94 (open-drain)
U17,11,,,#INT — /INT interrupt output unused -> leave open per BOM #94 (open-drain)
U17,12,GND,gnd,GND — ground family
C68,1,SYS,pwr,100nF STM6601 VCC decoupling; VCC(U17 pin1)=always-on SYS
C68,2,GND,gnd,100nF STM6601 VCC decoupling: GND side
C69,1,STM_VREF,,1uF CREF on STM6601 VREF (U17 pin3)
C69,2,GND,gnd,1uF CREF: GND side
R30,1,I2C1_SCL,,I2C1 SCL pull-up (1.5k #97); joins bus SCL already assigned on peripherals
R30,2,+3V3,pwr,pull-up top to 3.3V
R31,1,I2C1_SDA,,I2C1 SDA pull-up (1.5k #97); joins bus SDA
R31,2,+3V3,pwr,pull-up top to 3.3V
D4,1,USB_DP,,"USBLC6-2SC6 I/O1 (pins 1&6 = same internal node, pass-through); DP<->I/O1 channel choice is symmetric. VERIFY pin numbering vs ST datasheet (no DS in cad/docs)"
D4,2,GND,gnd,USBLC6 GND
D4,3,USB_DM,,"USBLC6-2SC6 I/O2 (pins 3&4 = same internal node, pass-through)"
D4,4,USB_DM,,USBLC6-2SC6 I/O2 (same net as pin3)
D4,5,+5V,pwr,USBLC6 VBUS rail-clamp = USB-C VBUS (+5V)
D4,6,USB_DP,,USBLC6-2SC6 I/O1 (same net as pin1); ESD taps the DP line pass-through to T113
U18,1,+3V3,pwr,rail: BT830 note: VDD_PADS=3.3V
U18,2,GND,gnd,GND — ground family
U18,3,,,PIO2 unused -> spare/NC (datasheet recommends NC)
U18,4,UART3_CTS,,~{UART_RTS} — BT UART_RTS (output) -> T113 UART3_CTS input (crossed HW flow control)
U18,5,UART3_RX,,BT UART_TX (data out) -> T113 UART3_RX (crossed)
U18,6,UART3_RTS,,~{UART_CTS} — BT UART_CTS (input) <- T113 UART3_RTS output (crossed HW flow control)
U18,7,UART3_TX,,BT UART_RX (data in) <- T113 UART3_TX (crossed; matches dictionary example)
U18,8,BT_EN_RST,,"VREG_EN_~{RST} — VREG_EN_RST# -> GPIO PB6 (boot low, hold >5ms, then high; do NOT strap via 10k)"
U18,9,+3V3,pwr,rail: BT830 note: VREG_IN_HV=3.3V
U18,10,BT_VREG18,,"VREG_OUT_HV = internal 1.8V HV-LDO output; own node with C70 (>=1.5uF mandatory), not a supply rail"
U18,11,GND,gnd,GND — ground family
U18,12,GND,gnd,GND — ground family
U18,13,GND,gnd,GND — ground family
U18,14,GND,gnd,GND — ground family
U18,15,GND,gnd,GND — ground family
U18,16,GND,gnd,GND — ground family
U18,17,,,RF pin: BT830-SA-01 has integrated antenna -> NC. VERIFY the -SA RF pad is truly no-connect
U18,18,GND,gnd,GND — ground family
U18,19,,,"PCM_SYNC/SPI_~{CS}/PIO23 — PCM_SYNC/SPI_CS#/PIO23 unused (BT audio over HCI, not PCM) -> spare/NC, weak internal pull-down"
U18,20,,,PCM_CLK/SPI_CLK/PIO24 unused -> spare/NC
U18,21,,,PCM_IN/SPI_MOSI/PIO21 unused -> spare/NC
U18,22,,,PCM_OUT/SPI_MISO/PIO22 unused -> spare/NC
U18,23,GND,gnd,GND — ground family
U18,24,,,PIO0/32K_CLK_IN: no external 32kHz clock supplied -> spare/NC
U18,25,,,PIO1/BT_ACTIVE: Wi-Fi coexist unused (no WLAN) -> spare/NC
U18,26,,,PIO9/BT_PRIORITY: coexist unused -> spare/NC
U18,27,,,PIO4/WLAN_ACTIVE: coexist unused -> spare/NC
U18,28,GND,gnd,"SPI_~{PCM}_SEL — SPI_PCM#_SEL -> GND selects PCM/normal (prevents SPI test mode); has internal pull-down, tied low for determinism"
U18,29,,,PIO3/HOST_WAKE_UP unused (no host-wake net allocated) -> spare/NC
U18,30,GND,gnd,GND — ground family
C70,1,BT_VREG18,,4.7uF VREG_OUT_HV stability cap (BT830 pin10)
C70,2,GND,gnd,
C71,1,+3V3,pwr,100nF decoupling on VDD_PADS(1)
C71,2,GND,gnd,
C72,1,+3V3,pwr,100nF decoupling on VREG_IN_HV(9)
C72,2,GND,gnd,
C73,1,+3V3,pwr,4.7uF RF-burst bulk near VREG_IN_HV(9)
C73,2,GND,gnd,
U19,1,+3V3,pwr,CPVDD — rail: #105 3.3V
U19,2,PCM_CAPP,,charge-pump flying cap + terminal; C81 between CAPP and CAPM
U19,3,GND,gnd,CPGND charge-pump ground
U19,4,PCM_CAPM,,CAPM — charge-pump flying cap - terminal; C81 other side
U19,5,PCM_VNEG,,"VNEG — -3.3V charge-pump rail; C82 reservoir to GND (mandatory, else dead output)"
U19,6,DAC_OUTL,,OUTL — DAC left output -> R35 anti-imaging series
U19,7,DAC_OUTR,,OUTR — DAC right output -> R36 anti-imaging series
U19,8,+3V3,pwr,AVDD — rail: #105 3.3V
U19,9,GND,gnd,AGND — ground family
U19,10,GND,gnd,DEMP strap -> GND (de-emphasis off)
U19,11,GND,gnd,FLT strap -> GND (normal latency filter)
U19,12,GND,gnd,#103 SCK(12)->GND (MCLK-less internal PLL)
U19,13,DAC_BCK,,I2S BCK via series R32 from I2S1_BCLK bus
U19,14,DAC_DIN,,I2S DIN via series R34 from I2S1_DOUT bus
U19,15,DAC_LRCK,,I2S LRCK via series R33 from I2S1_LRCK bus
U19,16,GND,gnd,FMT strap -> GND (I2S format)
U19,17,DAC_XSMT,,XSMT — soft-mute GPIO (PB3); not hard-high per datasheet
U19,18,PCM_LDOO,,"LDOO — internal 1.8V logic-LDO decoupling node; C77 to GND (mandatory, do NOT drive)"
U19,19,GND,gnd,DGND — ground family
U19,20,+3V3,pwr,rail: #105 DVDD strapped 3.3V
R32,1,I2S1_BCLK,,"0R I2S1 series-R, bus side (shared w/ MAX98357A amp #47)"
R32,2,DAC_BCK,,"DAC-branch series-R, DAC pin13 side"
R33,1,I2S1_LRCK,,"0R I2S1 series-R, bus side"
R33,2,DAC_LRCK,,DAC pin15 side
R34,1,I2S1_DOUT,,"0R I2S1 series-R, bus side (T113 DOUT)"
R34,2,DAC_DIN,,DAC pin14 side
C74,1,+3V3,pwr,100nF CPVDD decoupling
C74,2,GND,gnd,
C75,1,+3V3,pwr,100nF AVDD decoupling
C75,2,GND,gnd,
C76,1,+3V3,pwr,100nF DVDD decoupling
C76,2,GND,gnd,
C77,1,PCM_LDOO,,100nF LDOO decoupling (U19 pin18); mandatory
C77,2,GND,gnd,
C78,1,+3V3,pwr,10uF CPVDD bulk
C78,2,GND,gnd,
C79,1,+3V3,pwr,10uF AVDD bulk
C79,2,GND,gnd,
C80,1,+3V3,pwr,10uF DVDD bulk
C80,2,GND,gnd,
C81,1,PCM_CAPP,,2.2uF charge-pump flying cap CAPP<->CAPM
C81,2,PCM_CAPM,,
C82,1,PCM_VNEG,,2.2uF VNEG reservoir to GND
C82,2,GND,gnd,
R35,1,DAC_OUTL,,470R anti-imaging series from OUTL
R35,2,DAC_OUTL_F,,filtered node (R+shunt-C junction) -> coupling cap C85
R36,1,DAC_OUTR,,470R anti-imaging series from OUTR
R36,2,DAC_OUTR_F,,filtered node -> coupling cap C86
C83,1,DAC_OUTL_F,,2.2nF C0G shunt to AGND after R35 (fc~154kHz)
C83,2,GND,gnd,AGND
C84,1,DAC_OUTR_F,,2.2nF C0G shunt to AGND after R36
C84,2,GND,gnd,AGND
U20,1,AMP_INL,,INL- inverting left input <- coupling cap C85
U20,2,GND,gnd,INL+ grounded (single-ended)
U20,3,GND,gnd,INR+ grounded (single-ended)
U20,4,AMP_INR,,INR- inverting right input <- coupling cap C86
U20,5,HP_R,,"OUTR -> jack ring, direct (no cap)"
U20,6,GND,gnd,G0 -> GND (-6dB gain)
U20,7,GND,gnd,G1 -> GND (-6dB gain)
